"Iteration","cDf Monitor: cDf Monitor"
1.0,0.33468860228303293
2.0,0.291184185025329
3.0,0.13613044865892168
4.0,0.08643306282801944
5.0,0.059238329634913905
6.0,0.043323368117760545
7.0,0.03428110134924359
8.0,0.028285170886359796
9.0,0.023731885845381155
10.0,0.020274085928084634
11.0,0.01756778447820694
12.0,0.01539253474606626
13.0,0.013613727364610483
14.0,0.012144346772274309
15.0,0.010922220089358831
16.0,0.009872872063879897
17.0,0.008988539470912422
18.0,0.008227746041746926
19.0,0.007577060532864087
20.0,0.007015179972713683
21.0,0.0065279701354893065
22.0,0.006102707539630749
23.0,0.00572874475592367
24.0,0.005398446183208741
25.0,0.005104549899765593
26.0,0.004845563974479521
27.0,0.004617447079968483
28.0,0.0044179999964867175
29.0,0.00424623691654754
30.0,0.004102248347119867
31.0,0.003987534500947874
32.0,0.003904011682426114
33.0,0.0038534422858916627
34.0,0.003837089508701803
35.0,0.0038651503251302746
36.0,0.003921049249504376
37.0,0.004014440922059355
38.0,0.004129479897344826
39.0,0.004272606816453898
40.0,0.004435362752028436
41.0,0.004611615536412246
42.0,0.004796422410682631
43.0,0.004985692881440149
44.0,0.005175846219437883
45.0,0.005363712725698267
46.0,0.005546630858696338
47.0,0.005722402465709223
48.0,0.005889309267327017
49.0,0.006046073940959817
50.0,0.006191836728649997
51.0,0.006326136231685348
52.0,0.0064487039855586825
53.0,0.006559460565953814
54.0,0.006658493043148243
55.0,0.006746073681082302
56.0,0.0068226533474225965
57.0,0.0068888325106563515
58.0,0.006945325387744527
59.0,0.006992911598324351
60.0,0.007032452952954987
61.0,0.007064839641949298
62.0,0.0070909366070249545
63.0,0.0071126355722117875
64.0,0.007128765734681844
65.0,0.00714162091938013
66.0,0.007150183615191225
67.0,0.007156616483954145
68.0,0.007159882887522158
69.0,0.007161812677588486
70.0,0.007161444744592128
71.0,0.007160283786208545
72.0,0.007157482558223495
73.0,0.007154264147138649
74.0,0.0071498964929042645
75.0,0.0071453596562804315
76.0,0.0071400389695277944
77.0,0.007134705498123086
78.0,0.007128858428267831
79.0,0.007123094169507518
80.0,0.00711701593548682
81.0,0.00711107807576134
82.0,0.007104974833409389
83.0,0.007099045104034465
84.0,0.007093061171825005
85.0,0.007087269823652297
86.0,0.007081506390137194
87.0,0.007075945768000535
88.0,0.007070469790967234
89.0,0.0070651981576937166
90.0,0.007060046893009194
91.0,0.007055094816271102
92.0,0.007050284887545696
93.0,0.0070456682923744915
94.0,0.007041206619289217
95.0,0.007036925459982644
96.0,0.007032800469982991
97.0,0.007028842194938911
98.0,0.0070250378405651345
99.0,0.007021385074688188
100.0,0.007017878450667793
101.0,0.007014507655489007
102.0,0.007011273351982221
103.0,0.007008159927297456
104.0,0.007005170405398361
105.0,0.0070022879084135
106.0,0.006999516405190563
107.0,0.006996838579468193
108.0,0.006994257613697695
109.0,0.006991757083709683
110.0,0.00698934127772121
111.0,0.006986994875013909
112.0,0.006984720060776032
113.0,0.006982502725918128
114.0,0.006980346534374824
115.0,0.006978238057384457
116.0,0.006976181124210272
117.0,0.0069741637850628865
118.0,0.006972190520614589
119.0,0.006970250579150669
120.0,0.00696834816047714
121.0,0.006966473428831398
122.0,0.006964630932245142
123.0,0.00696281140231222
124.0,0.006961020011597642
125.0,0.006959247860386902
126.0,0.006957501514201231
127.0,0.0069557721715130996
128.0,0.006954066917511082
129.0,0.006952377028837248
130.0,0.006950710806909376
131.0,0.006949059629308167
132.0,0.006947432266920127
133.0,0.006945821206577904
134.0,0.006944194696781035
135.0,0.0069426130949834085
136.0,0.006941064789273138
137.0,0.006939513786499431
138.0,0.00693800073685804
139.0,0.006936516803997006
140.0,0.006935030212020984
141.0,0.006933580174541591
142.0,0.006932158838870654
143.0,0.006930737366375277
144.0,0.006929352204255154
145.0,0.00692799483021193
146.0,0.006926637824862085
147.0,0.006925314711763934
148.0,0.006924019436232357
149.0,0.006922725673436003
150.0,0.006921464429451443
151.0,0.006920229803572741
152.0,0.006918995908660042
153.0,0.006917790973938646
154.0,0.0069166114093126094
155.0,0.006915432623931626
156.0,0.006914281363251994
157.0,0.006913154316907213
158.0,0.0069120269647606775
159.0,0.006910924637380871
160.0,0.006909901437588212
161.0,0.006908818641273846
162.0,0.006907756368055833
