"Iteration","cL Monitor: cL Monitor"
1.0,2.150312114135706
2.0,1.3857958082912325
3.0,0.4159344303560281
4.0,0.19752937974793328
5.0,0.016628266695899868
6.0,-0.022165916404149104
7.0,-0.02559234520596168
8.0,-0.007316660553743493
9.0,0.0326283827321266
10.0,0.0717724311883669
11.0,0.10312537571413652
12.0,0.11121407423404045
13.0,0.11663292982254284
14.0,0.1242924898377824
15.0,0.12563739457511816
16.0,0.12610833813069658
17.0,0.12628776973382716
18.0,0.12685441964491495
19.0,0.12799533062109675
20.0,0.1301805795413924
21.0,0.1314138471290299
22.0,0.13688525032609572
23.0,0.1381029658671714
24.0,0.1430099534517244
25.0,0.14482774254173617
26.0,0.14779832751604446
27.0,0.14978094848919735
28.0,0.15264240904884102
29.0,0.15447109756904084
30.0,0.15702761900609855
31.0,0.15866442713223022
32.0,0.16095853592176498
33.0,0.1623568994319269
34.0,0.16394001366071156
35.0,0.1655596623043108
36.0,0.1671632114875018
37.0,0.16866153564770944
38.0,0.1700379512801318
39.0,0.1712943022804679
40.0,0.1724665913222002
41.0,0.17355540898924182
42.0,0.1745815359409554
43.0,0.17553212749925096
44.0,0.1764093718259217
45.0,0.17721964011151542
46.0,0.17798552887626992
47.0,0.17871577437975514
48.0,0.17940942189154915
49.0,0.18002713515269358
50.0,0.18061256435581788
51.0,0.18116269446679364
52.0,0.1816626284381021
53.0,0.1818558704860749
54.0,0.18272550526432563
55.0,0.18286849740553843
56.0,0.18340244492298297
57.0,0.18356264815100434
58.0,0.18413938551836545
59.0,0.18427711144401238
60.0,0.18476860272192674
61.0,0.1848810239613334
62.0,0.1852721438347405
63.0,0.18536529061566825
64.0,0.18569575113530865
65.0,0.1857744930414161
66.0,0.18606489115749786
67.0,0.1861374637592714
68.0,0.1864077947133709
69.0,0.18647243383931603
70.0,0.18671800245790204
71.0,0.18677756224729056
72.0,0.18700260937633173
73.0,0.1870572481412551
74.0,0.18725777018298115
75.0,0.18730682911326205
76.0,0.18749108490757477
77.0,0.18753662051714717
78.0,0.187705759699829
79.0,0.18774693214454768
80.0,0.18790419238959313
81.0,0.18794144225958295
82.0,0.188081596222569
83.0,0.18811755870747965
84.0,0.18825695948959847
85.0,0.1882911810687461
86.0,0.18842074917782012
87.0,0.18845342955411534
88.0,0.18857691088679443
89.0,0.18860944700806329
90.0,0.18872687633331428
91.0,0.1887578185233114
92.0,0.18887276994052066
93.0,0.18890380280584596
94.0,0.18901437284896222
95.0,0.18904449404319282
96.0,0.1891559487979485
97.0,0.18918595945304745
98.0,0.18929462637449962
99.0,0.18932477249944893
100.0,0.18943465012161304
101.0,0.189464436924021
102.0,0.18957069020754014
103.0,0.18960127281075762
104.0,0.18970863893759543
105.0,0.18973867888448104
106.0,0.18984641396857577
107.0,0.18987723009505975
108.0,0.1899856920580951
109.0,0.19001752727946952
110.0,0.19012842507209524
111.0,0.1901606434649938
112.0,0.19027266439725327
113.0,0.19030562631605846
114.0,0.19035211882298117
115.0,0.19049778119791533
116.0,0.19053475238223355
117.0,0.19058372726601952
118.0,0.1907390402220525
119.0,0.1907771700568699
120.0,0.1908258346198615
121.0,0.19097839603239136
122.0,0.19101663170245023
123.0,0.1910644755636836
124.0,0.19121555246296798
125.0,0.1912545062266899
126.0,0.19130359060297258
127.0,0.1914584283567875
128.0,0.1914983373359115
129.0,0.19154901277092434
130.0,0.19171186647832636
131.0,0.19172637646658602
132.0,0.19178604701198138
133.0,0.1919652458569871
134.0,0.19198044450262358
135.0,0.1920396079958855
136.0,0.1922179909220162
137.0,0.192232982148425
138.0,0.19229153594789583
139.0,0.1924676498540613
140.0,0.1924822894922331
141.0,0.19253927978321353
142.0,0.19271009539331685
143.0,0.19272425289339512
144.0,0.1927796593954458
145.0,0.19294692660185536
146.0,0.19296057997354601
147.0,0.19301508054145486
148.0,0.19317991317790828
149.0,0.19319345396512227
150.0,0.19324697222061682
151.0,0.193405931421465
152.0,0.19341906721309246
153.0,0.19347119628282525
154.0,0.19362695109789932
155.0,0.1936397837717974
156.0,0.1936904772832276
157.0,0.19384165001389583
158.0,0.1938543231086825
159.0,0.19390366917793025
160.0,0.19404958882512624
161.0,0.19406162488545375
162.0,0.1941092534162063
163.0,0.19424959637530165
164.0,0.19426130573399283
165.0,0.19430777855147285
166.0,0.1944425476513325
167.0,0.1944537357485521
168.0,0.19449790719187202
169.0,0.19462671130677706
170.0,0.1946373922308688
171.0,0.19467964795020892
172.0,0.19480244693226048
173.0,0.19481267143377912
174.0,0.19485347762299468
175.0,0.1949694561145544
176.0,0.19497946543333863
177.0,0.19501833490264522
178.0,0.19513155594208645
179.0,0.1951575296991484
180.0,0.1951886699160142
181.0,0.19522607706743275
182.0,0.19533436121993655
183.0,0.19535841362311632
184.0,0.19538699131575177
185.0,0.19542098097769003
186.0,0.19552175220318865
187.0,0.19554458875821848
188.0,0.19557112282013353
189.0,0.19560289559550384
190.0,0.19569643855447713
191.0,0.19571757679629906
192.0,0.19574268318635427
193.0,0.19577246927039244
194.0,0.19585837755900762
195.0,0.19587794155008703
196.0,0.19590122330938592
197.0,0.19592890740567878
198.0,0.1960115753230892
199.0,0.1960292852943153
200.0,0.19605081217992804
201.0,0.19607652162614
202.0,0.19615328588146722
203.0,0.1961700525149343
204.0,0.1961897340801053
205.0,0.19621379851254558
206.0,0.1962864603444348
207.0,0.1963018578360153
208.0,0.19632037314886838
209.0,0.19634279894540244
210.0,0.19641194501268042
211.0,0.19642641063884464
212.0,0.1964438862665942
213.0,0.19646520921412908
214.0,0.1965321069519861
215.0,0.19654566066634624
216.0,0.19656215748295705
217.0,0.19661651910073577
218.0,0.19662877997866138
219.0,0.19664429938754907
220.0,0.1966956089513965
221.0,0.1967074401858935
222.0,0.1967226324155413
223.0,0.19677584868647996
224.0,0.19678768131569058
225.0,0.19680269905137285
226.0,0.19685334967738802
227.0,0.19686486540727036
228.0,0.19687970238248237
229.0,0.19692878182898077
230.0,0.19694001030727393
231.0,0.196954203875911
232.0,0.19700288033977362
233.0,0.19701347046122025
234.0,0.19702675673387968
235.0,0.1970724832431775
236.0,0.1970825203283612
237.0,0.19709534578427146
238.0,0.19713909141552582
239.0,0.19714891495984377
240.0,0.19716140508660587
241.0,0.19720484360919086
242.0,0.19721435831136572
243.0,0.19722654276408302
244.0,0.19726790611137227
245.0,0.19727726832870526
246.0,0.19728906229236254
247.0,0.19732890728252478
248.0,0.1973376391979402
249.0,0.19734871156328918
250.0,0.19738686892121388
