"Iteration","cDf Monitor: cDf Monitor"
1.0,0.33460011109291654
2.0,0.2911831834276357
3.0,0.14013438458317073
4.0,0.08789090921930559
5.0,0.05910288438393691
6.0,0.04423215886216564
7.0,0.03435737896076938
8.0,0.028077343060045952
9.0,0.023269058553323205
10.0,0.019801372617202034
11.0,0.01719971318421049
12.0,0.015098923510173647
13.0,0.013335393793008679
14.0,0.011917710420728778
15.0,0.01070528439372795
16.0,0.00968051693941904
17.0,0.0087997712832149
18.0,0.008056383033990507
19.0,0.007403589854480214
20.0,0.006843424450289132
21.0,0.00635774474111641
22.0,0.00593675543098565
23.0,0.005566945773001074
24.0,0.0052414982830079485
25.0,0.004955113410904727
26.0,0.004702891842929002
27.0,0.004484781352122537
28.0,0.004293507153515698
29.0,0.004135156299407985
30.0,0.0039998781403454775
31.0,0.003900075084812519
32.0,0.0038246761396761413
33.0,0.0037886526718294783
34.0,0.0037788016586639064
35.0,0.003808914092116787
36.0,0.0038741248701707996
37.0,0.003969740534933381
38.0,0.004091083214954746
39.0,0.004233625299664861
40.0,0.004393160860136762
41.0,0.004565555831625035
42.0,0.004746734255938553
43.0,0.004932680693354439
44.0,0.005119749187809541
45.0,0.005304683790115106
46.0,0.005484763173197057
47.0,0.005657799304725206
48.0,0.0058221021810035125
49.0,0.005976412464773763
50.0,0.006119825407964628
51.0,0.006251753428547193
52.0,0.006371837058844458
53.0,0.006479950006595519
54.0,0.006576195824111432
55.0,0.006662575884976184
56.0,0.006738302320896064
57.0,0.006803032193921972
58.0,0.0068563116772274585
59.0,0.0069016181371621315
60.0,0.006938327626716278
61.0,0.0069695417852932845
62.0,0.006994283044113892
63.0,0.007015307218500199
64.0,0.007031392462026826
65.0,0.007045017869742916
66.0,0.007054831255790127
67.0,0.007063031308826155
68.0,0.007068277220606297
69.0,0.007072471333816015
70.0,0.007074387748106448
71.0,0.007075615372484009
72.0,0.007075076417226151
73.0,0.007074105728615363
74.0,0.007071794991684128
75.0,0.007069213700349999
76.0,0.007065670857142889
77.0,0.007061984135346032
78.0,0.0070576533729891896
79.0,0.007053290482044587
80.0,0.007048537413992605
81.0,0.007043845958081315
82.0,0.007038954334062917
83.0,0.0070341937274060904
84.0,0.0070293663715161525
85.0,0.007024712502892414
86.0,0.007020082911792091
87.0,0.007015650681099609
88.0,0.007011298734534372
89.0,0.007007147338083078
90.0,0.007003107005741125
91.0,0.0069992584198257145
92.0,0.006995533963015227
93.0,0.006991985195539477
94.0,0.006988561046315036
95.0,0.006985293452753569
96.0,0.006982143450519407
97.0,0.0069791280677075004
98.0,0.006976219841292597
99.0,0.0069734242569453545
100.0,0.006970724708624767
101.0,0.006968119850508547
102.0,0.006965600427220679
103.0,0.006963159873094902
104.0,0.006960794162596208
105.0,0.006958493939198864
106.0,0.006956260032079555
107.0,0.006954081565924179
108.0,0.006951961712538315
109.0,0.006949889262820373
110.0,0.006947868463190015
111.0,0.006945888662583783
112.0,0.006943954398589535
113.0,0.006942055664212253
114.0,0.006940197646287603
115.0,0.006938372507725472
116.0,0.006936539949510614
117.0,0.006934768791039021
118.0,0.006933043835412706
119.0,0.0069313180764086855
120.0,0.006929637460064043
121.0,0.006927993872625045
122.0,0.00692634674243507
123.0,0.006924740440044835
124.0,0.0069231683091800595
125.0,0.006921591006663085
126.0,0.006920050020276731
127.0,0.0069185410727503035
128.0,0.006917027325691289
129.0,0.006915548171061493
130.0,0.0069141003625022915
131.0,0.006912647644616122
132.0,0.006911227124467558
133.0,0.00690990342402874
134.0,0.006908505859902481
135.0,0.006907135382106967
136.0,0.006905861086515542
137.0,0.0069045212598940866
138.0,0.00690320368605371
139.0,0.006901977491896625
140.0,0.0069006898427530225
141.0,0.006899424807725522
142.0,0.006898248719548507
143.0,0.0068970149591036185
144.0,0.00689580408864711
145.0,0.006894680076211003
146.0,0.006893503499419533
147.0,0.006892350187491733
148.0,0.006891280575258488
149.0,0.006890160694477442
150.0,0.006889063870681014
151.0,0.006888047743570705
152.0,0.006886985249339951
153.0,0.006885944528033024
154.0,0.00688497955451585
155.0,0.006883969502339035
156.0,0.006882981588326566
157.0,0.006882066457107562
158.0,0.006881110068309298
159.0,0.006880175601113251
160.0,0.006879309425302916
161.0,0.00687840365643294
162.0,0.006877520011771055
163.0,0.006876701712059885
164.0,0.006875847755670718
165.0,0.0068750153770258775
166.0,0.006874243671262692
167.0,0.006873437934134684
168.0,0.0068726527892942375
169.0,0.0068719249244690965
170.0,0.006871167472127915
171.0,0.006870430663548063
172.0,0.006869747473939886
173.0,0.006869036761069949
174.0,0.006868345706948798
175.0,0.006867705031324295
176.0,0.006867040430385535
177.0,0.006866394758303563
178.0,0.006865795425113344
179.0,0.006865174047640609
180.0,0.0068645704256096104
181.0,0.0068639863773001936
182.0,0.006863409472876866
183.0,0.006862832833061027
184.0,0.0068622814856254
185.0,0.006861752591465523
186.0,0.006861232739464429
187.0,0.006860713865265322
188.0,0.006860217350089089
189.0,0.0068597410060308285
190.0,0.006859272457206147
191.0,0.006858804390685382
192.0,0.006858356290349817
193.0,0.006857926098301046
194.0,0.006857502405376407
195.0,0.006857078536580708
196.0,0.006856672699259366
197.0,0.006856283309306723
198.0,0.0068558995474234646
199.0,0.006855514935720623
200.0,0.0068551461506574035
201.0,0.006854792546956401
202.0,0.0068544438413464005
203.0,0.006854094106776349
204.0,0.006853758821978813
205.0,0.006853437751765985
206.0,0.006853121162037752
207.0,0.006852803140754409
208.0,0.0068524975429742055
209.0,0.006852204781487008
210.0,0.006851915708592182
211.0,0.00685162451322687
212.0,0.006851344090898697
213.0,0.0068510756118340095
214.0,0.006850810452753915
215.0,0.006850543059247177
216.0,0.006850285538672831
217.0,0.006850039436252302
218.0,0.006849796150689955
219.0,0.006849557976804148
220.0,0.006849327534304887
221.0,0.006849097068312231
222.0,0.006848872019160357
223.0,0.006848654788758916
224.0,0.00684843834314449
225.0,0.006848226841908244
226.0,0.006848023149119215
227.0,0.00684781960312052
228.0,0.006847620634945674
229.0,0.006847428433697249
230.0,0.0068472364094846515
231.0,0.006847048789520019
232.0,0.0068468680706223
233.0,0.006846687268489178
234.0,0.0068465113396847495
235.0,0.006846342089124398
236.0,0.006846173681881351
237.0,0.00684600972646856
238.0,0.006845852431002891
239.0,0.006845695232607408
240.0,0.006845542370655304
241.0,0.006845395143045998
242.0,0.006845248484319337
243.0,0.0068451059947144425
244.0,0.006844969384769478
245.0,0.0068448327468356215
246.0,0.006844699993344018
247.0,0.006844572263300975
248.0,0.006844444940057395
249.0,0.0068443211648857
250.0,0.0068442026747219
251.0,0.006844084187398477
252.0,0.0068439694115639575
253.0,0.006843859211213763
254.0,0.006843749448687154
255.0,0.006843643229974751
256.0,0.006843541800072259
257.0,0.006843440542849264
258.0,0.00684334255438356
259.0,0.00684324851103068
260.0,0.006843154881511473
261.0,0.006843064281784352
262.0,0.006842977769146451
263.0,0.0068428913889115725
264.0,0.006842807913787714
265.0,0.006842727815324621
