"Iteration","cD Monitor: cD Monitor"
1.0,1.1685760813470965
2.0,0.767117358161205
3.0,0.22952711230528663
4.0,0.12022562135756552
5.0,0.05108338809299874
6.0,0.028507035361775263
7.0,0.019148086281047912
8.0,0.015603074193817176
9.0,0.017212391192670182
10.0,0.02073613943127991
11.0,0.024190691813393596
12.0,0.023983134595664632
13.0,0.023430998650070457
14.0,0.02319192370548654
15.0,0.022092109888894786
16.0,0.020534319981556803
17.0,0.018363894045375438
18.0,0.01687102530409231
19.0,0.015633981835656716
20.0,0.01468857009383856
21.0,0.014081611010416306
22.0,0.013575314104001777
23.0,0.013213437838833476
24.0,0.013002924950437122
25.0,0.012763553614380915
26.0,0.012560887116472325
27.0,0.012364521178440724
28.0,0.012168061286355097
29.0,0.011996100638794171
30.0,0.011812616877349375
31.0,0.011676987494106365
32.0,0.011539021488599683
33.0,0.011464437828189133
34.0,0.011405660388641593
35.0,0.01138488673863212
36.0,0.011400109752543056
37.0,0.011448536792351128
38.0,0.011523634452019097
39.0,0.01161873856976641
40.0,0.011727431074129135
41.0,0.011845091105510533
42.0,0.011968146056528382
43.0,0.012093495770509008
44.0,0.012217470022314563
45.0,0.012339288802269928
46.0,0.012455346816553092
47.0,0.012564552820661426
48.0,0.012666695781909612
49.0,0.01275928018766894
50.0,0.012842852495408738
51.0,0.012917852965589194
52.0,0.012981473664261618
53.0,0.013066349678053348
54.0,0.01306421682706759
55.0,0.01313398894421531
56.0,0.013142591444013528
57.0,0.013187787666133264
58.0,0.01316941268646979
59.0,0.013197179383425224
60.0,0.013169936096584445
61.0,0.013185208836865445
62.0,0.013150569368168847
63.0,0.013156875842667438
64.0,0.013117731572300666
65.0,0.013117599690167842
66.0,0.013076335100321686
67.0,0.013071795966869502
68.0,0.013029439618288365
69.0,0.013021498330049732
70.0,0.012977748286593326
71.0,0.012967289163919532
72.0,0.012923200873405396
73.0,0.01291129137462919
74.0,0.012867592864288015
75.0,0.012854309381217824
76.0,0.012811461744372803
77.0,0.012797661613361653
78.0,0.012755864783593657
79.0,0.012741931581694683
80.0,0.012702320740602398
81.0,0.012688473449127043
82.0,0.012650094656350112
83.0,0.012636928012334061
84.0,0.012601753063710988
85.0,0.01258918607895169
86.0,0.012555430131078387
87.0,0.012543603824863055
88.0,0.012512034166594303
89.0,0.012501065993607941
90.0,0.012471823829646553
91.0,0.012461615638119213
92.0,0.012434675772181531
93.0,0.012425401536540167
94.0,0.012400504903388537
95.0,0.012391834877777206
96.0,0.012369203073635097
97.0,0.012361332938174138
98.0,0.01234070391185661
99.0,0.012333544512377184
100.0,0.012314728326611107
101.0,0.012308076732604667
102.0,0.012290927724985797
103.0,0.0122848720262251
104.0,0.012269180948992334
105.0,0.01226357625413905
106.0,0.012249388941827843
107.0,0.012244358790925142
108.0,0.012231629818557663
109.0,0.012227048633983016
110.0,0.01221572703974509
111.0,0.012211549111252924
112.0,0.0122014918415588
113.0,0.012197688685426884
114.0,0.01219246689644173
115.0,0.012181569206644255
116.0,0.01217841317404255
117.0,0.012174333573424054
118.0,0.012166179592802426
119.0,0.012163759670291823
120.0,0.01216049923412206
121.0,0.012154684252560421
122.0,0.012152516789729843
123.0,0.012149581487528021
124.0,0.012144372132323365
125.0,0.012142484324276108
126.0,0.012139906092300277
127.0,0.012135870722795664
128.0,0.012134206122516858
129.0,0.012132015455399197
130.0,0.012129175736196198
131.0,0.012127658271110236
132.0,0.012125488985759013
133.0,0.012122792645862522
134.0,0.012121459806161309
135.0,0.012119693696254208
136.0,0.01211802415497426
137.0,0.012116803052686118
138.0,0.01211542981060471
139.0,0.012114739611516736
140.0,0.01211359042541266
141.0,0.0121122145984889
142.0,0.01211148134225986
143.0,0.012110386992469973
144.0,0.012109136843092241
145.0,0.012108544507556293
146.0,0.01210749046492009
147.0,0.01210636805932389
148.0,0.012105744603627665
149.0,0.012104777191514057
150.0,0.012103944921489
151.0,0.012103713669777876
152.0,0.012102828271403781
153.0,0.012101902038992335
154.0,0.012101886106979346
155.0,0.01210103321331133
156.0,0.012100159205980225
157.0,0.0121000781855847
158.0,0.012099275963057776
159.0,0.012098489186472676
160.0,0.012098328904643301
161.0,0.012097584315960851
162.0,0.012096816451025373
163.0,0.012096640517062312
164.0,0.012095957491065078
165.0,0.012095279222537517
166.0,0.012095286726456995
167.0,0.012094620760436917
168.0,0.012093820171028311
169.0,0.012093412407761545
170.0,0.012092763127735783
171.0,0.012091918326055075
172.0,0.012091372579878076
173.0,0.012090745150236924
174.0,0.012089918429676027
175.0,0.012088953785798353
176.0,0.01208836670553126
177.0,0.01208752083329845
178.0,0.012086803542003715
179.0,0.01208639853638051
180.0,0.012085690199973402
181.0,0.012084747008070548
182.0,0.012083368991769925
183.0,0.012082916100137033
184.0,0.012082186880449364
185.0,0.01208119558086456
186.0,0.012079693929769653
187.0,0.012079230056721953
188.0,0.012078443914080686
189.0,0.012077448409421522
190.0,0.012075856181675566
191.0,0.012075411293729884
192.0,0.012074743755516718
193.0,0.012073805607381511
194.0,0.012072211882527122
195.0,0.012071779755519464
196.0,0.012071080940475801
197.0,0.012070129125982541
198.0,0.012068432664752332
199.0,0.01206797718178821
200.0,0.012067322557164317
201.0,0.01206640932234354
202.0,0.012064646650033897
203.0,0.012064243717349998
204.0,0.012063591273148957
205.0,0.012062738437037663
206.0,0.012061087889912978
207.0,0.012060746530696552
208.0,0.012060218610110753
209.0,0.012059457489735949
210.0,0.012057960283099085
211.0,0.012057663821031876
212.0,0.012057162772663603
213.0,0.01205646964446598
214.0,0.01205519007691605
215.0,0.012054897901103477
216.0,0.012054419677532905
217.0,0.012053469328593566
218.0,0.012053149986180465
219.0,0.012052623009454031
220.0,0.012051422823705629
221.0,0.012051141053874897
222.0,0.012050674392429657
223.0,0.0120497869929475
224.0,0.012049567378508357
225.0,0.012049163984612369
226.0,0.012048226128156458
227.0,0.012048047623558912
228.0,0.012047702220208886
229.0,0.012046999585901746
230.0,0.01204685095142765
231.0,0.01204651598770795
232.0,0.012045857284748782
233.0,0.01204570353586565
234.0,0.012045377467516442
235.0,0.012044758308889758
236.0,0.012044604360483286
237.0,0.012044278667570076
238.0,0.012043651638139247
239.0,0.012043529317741197
240.0,0.01204325277832975
241.0,0.012042784040188714
242.0,0.012042676836675469
243.0,0.012042435483631292
244.0,0.012042001225629127
245.0,0.012041927159879874
246.0,0.012041709003959698
247.0,0.012041311971478594
248.0,0.012041231509830878
249.0,0.012041032477626236
250.0,0.012040700512074693
251.0,0.012040630997423304
252.0,0.012040442871186314
253.0,0.012040123952837717
254.0,0.012040060258960577
255.0,0.012039890179453016
256.0,0.012039554825646474
257.0,0.01203950835425923
258.0,0.012039366225545925
259.0,0.012039164453862095
260.0,0.012039136224014207
261.0,0.012038997104201024
262.0,0.012038758894325315
263.0,0.012038735349271485
264.0,0.012038622065854461
265.0,0.012038406045320433
266.0,0.012038376705992832
267.0,0.012038261303882684
268.0,0.012038060578741565
269.0,0.012038041999882253
270.0,0.012037934572460015
271.0,0.01203780405065604
272.0,0.012037793934994634
273.0,0.01203770961778132
274.0,0.012037549119797696
275.0,0.012037553439294192
276.0,0.01203746866213406
277.0,0.012037346623554207
278.0,0.012037345968486624
279.0,0.012037267020081267
280.0,0.012037151513355581
281.0,0.012037158963880572
282.0,0.012037095801937174
283.0,0.012036973791912365
284.0,0.012036845805902984
285.0,0.012036924967133721
286.0,0.012036934578146401
287.0,0.01203687599217685
288.0,0.012036843852292357
289.0,0.012036888941075054
290.0,0.01203686824925073
291.0,0.012036786471282979
292.0,0.012036708402203916
293.0,0.012036757662504352
294.0,0.012036743849696965
295.0,0.012036666784310186
296.0,0.012036612717813812
297.0,0.012036680352017385
298.0,0.012036681929603563
299.0,0.012036627237351754
300.0,0.012036550329610152
301.0,0.012036551372811443
302.0,0.012036645307633593
303.0,0.012036684729133199
304.0,0.012036668106966564
305.0,0.012036624263153401
306.0,0.012036521257624966
307.0,0.01203639467712856
308.0,0.01203621904217433
309.0,0.012036224894215302
310.0,0.012036227965552716
311.0,0.012036203231653147
312.0,0.01203615781044563
313.0,0.01203611550195688
314.0,0.012036092246575881
315.0,0.01203609206418604
316.0,0.012036288602999538
317.0,0.012036325779316542
318.0,0.01203640729975302
319.0,0.012036446343102518
320.0,0.012036481678682941
321.0,0.0120364884791138
322.0,0.0120364835051659
323.0,0.012036495515113956
324.0,0.012036507729339244
325.0,0.012036530659719293
326.0,0.012036562561578293
327.0,0.012036610866068624
328.0,0.012036679194548938
329.0,0.012036736610417834
330.0,0.012036817368726334
331.0,0.012036890084654332
332.0,0.012036970524257267
333.0,0.012037049689878808
334.0,0.012037124776961523
335.0,0.012037192322872446
336.0,0.012037258462138524
337.0,0.012037319982562609
338.0,0.012037388127943955
339.0,0.01203744705161924
340.0,0.012037514446043281
341.0,0.012037579228875692
342.0,0.012037632788300088
343.0,0.012037701967178238
344.0,0.012037760930922495
345.0,0.012037820854247865
346.0,0.012037889119406214
347.0,0.012037965824772626
348.0,0.01203804796735558
349.0,0.012038133807998577
350.0,0.012038231849676482
351.0,0.012038311798273839
352.0,0.012038407626155854
353.0,0.012038504495082427
354.0,0.012038602774930051
355.0,0.012038699514687811
356.0,0.01203880908582115
357.0,0.012038915000880293
358.0,0.012039005742204109
359.0,0.012039092766506138
360.0,0.012039182750694329
361.0,0.012039270889393045
362.0,0.012039358062909924
363.0,0.012039437990869397
364.0,0.012039528799574302
365.0,0.012039628771916057
366.0,0.012039731502871714
367.0,0.012039841014408546
368.0,0.012039951581920106
369.0,0.012040056183075033
370.0,0.012040160826933415
371.0,0.012040264864846315
372.0,0.012040374024397796
373.0,0.012040481209185007
374.0,0.012040586589728211
375.0,0.012040691144086072
376.0,0.012040789625060323
377.0,0.012040894322183127
378.0,0.01204099385207626
379.0,0.012041097837558804
380.0,0.012041195389740654
381.0,0.012041306281782897
382.0,0.012041418063898475
383.0,0.012041530343593862
384.0,0.012041639108221171
385.0,0.012041750604915108
386.0,0.01204185489210046
387.0,0.012041967133251029
388.0,0.012042075922761922
389.0,0.012042183604398892
390.0,0.01204229685249193
391.0,0.012042396242702678
392.0,0.012042500620463737
393.0,0.012042600380389092
394.0,0.012042700077069084
395.0,0.012042804721947763
396.0,0.01204291313068032
397.0,0.012043016069117913
398.0,0.012043117275740298
399.0,0.012043222127350879
400.0,0.012043320404811878
401.0,0.012043425855688506
402.0,0.012043537739690184
403.0,0.012043654255457777
404.0,0.01204376221487828
405.0,0.01204387446513375
406.0,0.012043985710217605
407.0,0.012044024467828335
408.0,0.012044123541018264
409.0,0.012044226945111102
410.0,0.012044340674429534
411.0,0.012044475427861422
412.0,0.012044604726757866
413.0,0.012044724030378389
414.0,0.01204477022007565
415.0,0.012044883637900685
416.0,0.012045001632612974
417.0,0.012045044787141326
418.0,0.012045171065386849
419.0,0.012045298191973334
420.0,0.012045429604985159
421.0,0.01204557109414963
422.0,0.012045614043317885
423.0,0.012045735769005392
424.0,0.012045857926623426
425.0,0.012045970910799897
426.0,0.012046012079277732
427.0,0.012046133190486601
428.0,0.01204617289079477
429.0,0.012046283232886191
430.0,0.012046404543708499
431.0,0.012046446849650316
432.0,0.012046569144507602
433.0,0.012046703477560653
434.0,0.01204675267245162
435.0,0.012046891532977961
436.0,0.012046941976272244
437.0,0.012047085024670714
438.0,0.012047136130242848
439.0,0.01204727517053361
440.0,0.012047416198829647
441.0,0.012047468437501138
442.0,0.0120475181879008
443.0,0.012047658611081747
444.0,0.012047796920509758
445.0,0.012047847578954572
446.0,0.01204798656622557
447.0,0.012048122375712268
448.0,0.012048169791089795
449.0,0.012048215750947062
450.0,0.012048343972201808
451.0,0.01204839011288196
452.0,0.012048520081032063
453.0,0.012048563232009955
454.0,0.012048688244470598
455.0,0.012048731592656792
456.0,0.012048774921735096
457.0,0.012048905553351703
458.0,0.01204895412950071
459.0,0.012049091784738938
460.0,0.012049140208737727
461.0,0.012049187544115925
462.0,0.01204932126753691
463.0,0.012049370089359643
464.0,0.012049513828002411
465.0,0.012049563863455424
466.0,0.01204961413273323
467.0,0.012049663163285675
468.0,0.012049806453419515
469.0,0.012049950695349046
470.0,0.012050001055081142
471.0,0.012050049333380412
472.0,0.012050093813917855
473.0,0.012050215044640766
474.0,0.012050258023997413
475.0,0.012050303853183775
476.0,0.012050348714966803
477.0,0.012050478509718484
478.0,0.012050524745075383
479.0,0.012050570791870167
480.0,0.012050618299507841
481.0,0.012050759749697075
482.0,0.012050811743722838
483.0,0.012050864140519927
484.0,0.012051004129669921
485.0,0.012051052647220053
486.0,0.012051100119112148
487.0,0.012051145818471543
488.0,0.012051270218582318
489.0,0.01205131364082222
490.0,0.012051355280737776
491.0,0.01205139871298189
492.0,0.012051435804171881
493.0,0.01205147307246935
494.0,0.01205151043151483
495.0,0.012051625778278806
496.0,0.012051672647485115
497.0,0.01205172036640334
498.0,0.012051766723480933
499.0,0.012051812526124707
500.0,0.012051859761660507
501.0,0.01205190658906753
502.0,0.012051952938595241
503.0,0.012052107009832561
504.0,0.01205216000253764
505.0,0.012052211657502249
506.0,0.012052260814451496
507.0,0.012052307541458732
508.0,0.012052351559711849
509.0,0.01205239288860879
510.0,0.012052431730016444
511.0,0.012052473903415972
512.0,0.012052516000920976
513.0,0.012052558691562415
514.0,0.01205260156903896
515.0,0.012052736986496414
516.0,0.012052784102942795
517.0,0.012052828454520624
518.0,0.01205287070168738
519.0,0.012052910740477709
520.0,0.012052947336170258
521.0,0.012052982138562911
522.0,0.012053015869469625
523.0,0.012053047918442528
524.0,0.01205307933220817
525.0,0.012053108107741236
526.0,0.012053138537146374
527.0,0.01205316849636296
528.0,0.012053200076495341
529.0,0.012053234093750295
530.0,0.01205326999345172
531.0,0.012053305033535827
532.0,0.012053342619779014
533.0,0.012053381366487434
534.0,0.012053420193746896
535.0,0.012053459945069527
536.0,0.012053500094940495
537.0,0.012053542329027864
538.0,0.012053585743602494
539.0,0.01205362787552656
540.0,0.01205366962704402
541.0,0.012053710900773625
542.0,0.01205375115926326
543.0,0.012053790620927866
544.0,0.012053829301991389
545.0,0.012053866295259019
546.0,0.012053903609115757
547.0,0.012053938473102706
548.0,0.012053972064056732
549.0,0.012054003622061514
550.0,0.012054033672841682
551.0,0.012054062397146625
552.0,0.012054089555924654
553.0,0.012054116570772093
554.0,0.012054142751227568
555.0,0.01205416869408626
556.0,0.012054194518764806
557.0,0.012054219212427907
558.0,0.012054243731923594
559.0,0.012054266459528954
560.0,0.012054289902072659
561.0,0.012054312715177526
562.0,0.012054335774943482
563.0,0.012054359122740953
564.0,0.012054382105976497
565.0,0.012054405431660597
566.0,0.012054428369918423
567.0,0.012054451472418872
568.0,0.012054474935440578
569.0,0.012054499287171491
570.0,0.01205452328864056
571.0,0.012054547178636243
572.0,0.012054571124492104
573.0,0.012054594595198679
574.0,0.012054617795598285
575.0,0.012054642167199621
576.0,0.012054666444281988
577.0,0.012054690035314827
578.0,0.012054711302490615
579.0,0.012054732556259981
580.0,0.012054753712723673
581.0,0.012054774298779757
582.0,0.012054795269423687
583.0,0.012054815334350795
584.0,0.012054835261505893
585.0,0.012054854789547924
586.0,0.012054873707333944
587.0,0.012054890589148626
588.0,0.012054910661743889
589.0,0.012054929434443067
590.0,0.012054948140289724
591.0,0.012054966822057606
592.0,0.012054985214988835
593.0,0.012055003727950608
594.0,0.012055021769824835
595.0,0.012055040087527738
596.0,0.01205505904599111
597.0,0.012055078288468288
598.0,0.012055097065052745
599.0,0.01205511523005794
600.0,0.012055133481724782
601.0,0.012055151615922615
602.0,0.012055169916043976
603.0,0.012055187956120865
604.0,0.012055205526636109
605.0,0.01205522305811531
606.0,0.01205524032084441
607.0,0.012055257060806457
608.0,0.012055273580895596
609.0,0.01205529006164868
610.0,0.012055305761747877
611.0,0.01205532214939431
612.0,0.012055337281182184
613.0,0.012055351917158553
614.0,0.012055366128967283
615.0,0.012055379305051472
616.0,0.012055392126345932
617.0,0.012055404013320128
618.0,0.012055415615147853
619.0,0.01205542582804351
620.0,0.01205543663551667
621.0,0.0120554470914122
622.0,0.012055457059376514
623.0,0.012055466986299163
624.0,0.012055477014355227
625.0,0.012055487098091944
626.0,0.012055497185394655
627.0,0.012055507711164346
628.0,0.01205551848338442
629.0,0.012055530097267769
630.0,0.012055541510353297
631.0,0.01205555401971955
632.0,0.012055567469344091
633.0,0.01205558137173986
634.0,0.012055594972955448
635.0,0.012055609396877585
636.0,0.01205562373902931
637.0,0.012055639033946193
638.0,0.012055654288742373
639.0,0.012055670683178397
640.0,0.012055688376727599
641.0,0.01205570484995909
642.0,0.012055721858514914
643.0,0.012055738323556836
644.0,0.012055754014073768
645.0,0.012055768647945365
646.0,0.012055782080790436
647.0,0.012055795225302979
648.0,0.01205580797931576
649.0,0.01205582049022977
650.0,0.012055832884728862
651.0,0.012055844558175679
652.0,0.01205585599126735
653.0,0.01205586691262004
654.0,0.01205587766928158
655.0,0.012055887529675678
656.0,0.0120558968275762
657.0,0.012055906166449238
658.0,0.012055915236025562
659.0,0.012055924010152583
660.0,0.01205593293727598
661.0,0.01205594226660703
662.0,0.012055951161438535
663.0,0.01205596000757831
664.0,0.012055968480685603
665.0,0.012055976357378984
666.0,0.012055984533140114
667.0,0.012055992782076435
668.0,0.01205600093507505
669.0,0.01205600908015176
670.0,0.012056015901728475
671.0,0.012056023210928093
672.0,0.012056030269696436
673.0,0.012056036823140225
674.0,0.012056043093694381
675.0,0.012056048932875384
676.0,0.012056054973216698
677.0,0.012056060656157807
678.0,0.01205606644608696
679.0,0.012056071967726087
680.0,0.012056077693102145
681.0,0.01205608326532889
682.0,0.012056089306219934
683.0,0.012056095175046608
684.0,0.012056101509964043
685.0,0.012056108420199255
686.0,0.012056115507505839
687.0,0.012056122861738542
688.0,0.012056130788086206
