"Iteration","cDp Monitor: cDp Monitor"
1.0,0.0
2.0,0.05181021343474638
3.0,0.07913224468431099
4.0,0.10293137171116165
5.0,0.12446154109792663
6.0,0.14350716222536314
7.0,0.159977109840255
8.0,0.1739281927058305
9.0,0.18548125453198838
10.0,0.19480524127607401
11.0,0.2021002130233741
12.0,0.20759415163938422
13.0,0.21149405341405525
14.0,0.21399771834098547
15.0,0.215377678355963
16.0,0.21590455472486045
17.0,0.21580694101882425
18.0,0.21527414747373652
19.0,0.21445182051636344
20.0,0.21343842257072848
21.0,0.21229282312767753
22.0,0.2110382161568412
23.0,0.2096643690952991
24.0,0.2081337091323825
25.0,0.20638615587956557
26.0,0.20434415180127133
27.0,0.2019174048206668
28.0,0.1990062911801277
29.0,0.195505747909616
30.0,0.19130855190857038
31.0,0.18630606711045095
32.0,0.18039301542603542
33.0,0.1734795849258413
34.0,0.16550381792909885
35.0,0.15631366277608905
36.0,0.14607498087102538
37.0,0.13484037997281798
38.0,0.12272351241034306
39.0,0.10988993339320241
40.0,0.09654819042183528
41.0,0.08297209089001113
42.0,0.06950190070795385
43.0,0.056536058759979926
44.0,0.04445500238678314
45.0,0.03358798489175015
46.0,0.024194955275340595
47.0,0.01641753116985645
48.0,0.010276262664214319
49.0,0.005699188594222184
50.0,0.002555106721193699
51.0,7.383266972206988E-4
52.0,-1.0563380646779613E-4
53.0,-2.1944107456341698E-4
54.0,1.6374869028437135E-4
55.0,8.448638339943783E-4
56.0,0.0016569800327240636
57.0,0.002461269887083504
58.0,0.0032381147977246522
59.0,0.003920376126402168
60.0,0.004459138940057358
61.0,0.004860600964028308
62.0,0.005141427115478199
63.0,0.005323763643522755
64.0,0.00542977468915154
65.0,0.005479719018681882
66.0,0.00549005485672179
67.0,0.005476122796777319
68.0,0.005446117891238585
69.0,0.005408461825456151
70.0,0.0053679073795772445
71.0,0.005327522739814683
72.0,0.005290430828011304
73.0,0.005258850314646613
74.0,0.005233108475867559
75.0,0.005213932755913239
76.0,0.0052046911032601825
77.0,0.0052039898685682685
78.0,0.005213582337466518
79.0,0.005234086810157822
80.0,0.005264733482531087
81.0,0.005306082448958938
82.0,0.005355260758547666
83.0,0.005439583327143184
84.0,0.005499139667302909
85.0,0.0055846936723155036
86.0,0.0056690179211039415
87.0,0.00574999267748369
88.0,0.005822504066968576
89.0,0.005880900408034283
90.0,0.005921448495395021
91.0,0.005943410176930845
92.0,0.005955785308612691
93.0,0.00594902022579806
94.0,0.005940831159154402
95.0,0.005935844098522342
96.0,0.0059178906298540685
97.0,0.005884285351780498
98.0,0.005833302080683207
99.0,0.005761516374365484
100.0,0.005682057645536745
101.0,0.00561402473460512
102.0,0.005566682215992097
103.0,0.005491873607348298
104.0,0.005483406882179886
105.0,0.005501397428388158
106.0,0.005544662816394942
107.0,0.005582348369039508
108.0,0.005608036312435576
109.0,0.0055495150029608985
110.0,0.005573029292922358
111.0,0.005583208362916677
112.0,0.0055663312740013935
113.0,0.005557083165216147
114.0,0.005540231466911677
115.0,0.005520251523616631
116.0,0.005499335212909453
117.0,0.005478937177402854
118.0,0.005468172997990286
119.0,0.005468103097960586
120.0,0.00545155682686772
121.0,0.0054671076824853535
122.0,0.005468413976548502
123.0,0.005466464615516383
124.0,0.005464901122668441
125.0,0.005463169102040614
126.0,0.005458788139907895
127.0,0.005463350370473552
128.0,0.005483048494509675
129.0,0.005492858210835205
130.0,0.005497715235184676
131.0,0.005499690401380599
132.0,0.005500193054268498
133.0,0.0054998970321593395
134.0,0.005499196843498854
135.0,0.0054974475582575295
136.0,0.005495770562910963
137.0,0.005494013194650149
138.0,0.005492210515980476
139.0,0.005489657827941282
140.0,0.005487637108928477
141.0,0.005485751673433384
142.0,0.005484110504043087
143.0,0.005481794146421746
144.0,0.005480263066967856
145.0,0.005477954143969508
146.0,0.005476547611206807
147.0,0.005475109420860684
148.0,0.005473004475012533
149.0,0.005471746644821411
150.0,0.005469923262976481
151.0,0.005468883514458064
152.0,0.005467942146511799
153.0,0.005466810436056992
154.0,0.005465894789462288
155.0,0.005464765931481605
156.0,0.00546419159848398
157.0,0.005463537629021553
158.0,0.0054629587496309185
159.0,0.005462420602711125
160.0,0.005461758399060835
161.0,0.0054612163078260455
162.0,0.005460723609344171
163.0,0.005460291501269763
164.0,0.005459811245772444
165.0,0.005459378163012804
166.0,0.005458826894103201
167.0,0.005458491744404919
168.0,0.005458201524011682
169.0,0.005458009658402825
170.0,0.005457883292907249
171.0,0.005457632517150913
172.0,0.005457390027844825
173.0,0.005457080752565305
174.0,0.005456873448055304
175.0,0.005456685821020194
176.0,0.005456451175562019
177.0,0.005456253045875419
178.0,0.005456042379682556
179.0,0.005455934766449124
180.0,0.005455752052025795
181.0,0.0054555755302204065
182.0,0.0054553812125922065
183.0,0.005455115313271312
184.0,0.005454885487558838
185.0,0.005454699485004086
186.0,0.005454683212812438
187.0,0.005454720709771961
188.0,0.005454810939971161
189.0,0.005454797028485904
190.0,0.0054545765864322405
191.0,0.005454249334776262
192.0,0.005453997234267986
193.0,0.0054538500166135175
194.0,0.005453646878527492
195.0,0.005453539121987847
196.0,0.005453575300047938
197.0,0.005453618940158904
198.0,0.0054535720438637705
199.0,0.00545343837526212
200.0,0.005453246117887309
201.0,0.005453142454880154
202.0,0.005453134712554833
203.0,0.005453142002284698
204.0,0.0054531147309881175
205.0,0.0054530522167255645
206.0,0.005453036523531131
207.0,0.005452992017471408
208.0,0.005452839550156838
209.0,0.005452593978991454
210.0,0.005452421496478774
211.0,0.005452342780557612
212.0,0.00545228973109599
213.0,0.005452372324442404
214.0,0.005452495246334078
215.0,0.0054526405430275916
216.0,0.005452737863814495
217.0,0.005452706683561738
218.0,0.005452561795051667
219.0,0.005452348731619018
220.0,0.005452193325472034
221.0,0.005452176904267499
222.0,0.005452248443768048
223.0,0.005452305053098251
224.0,0.005452358765348291
225.0,0.005452356075139856
226.0,0.0054522974185042695
227.0,0.005452210310538818
228.0,0.005452195286947582
229.0,0.0054522436587281665
230.0,0.005452276124078831
231.0,0.00545232609196734
232.0,0.005452427902630079
233.0,0.0054525166935644985
234.0,0.005452529602237433
235.0,0.005452455502921715
236.0,0.005452346229726712
237.0,0.005452260254698941
238.0,0.005452150781979146
239.0,0.005452111188109846
240.0,0.005452132016929491
241.0,0.005452183696680862
242.0,0.005452324908353344
243.0,0.005452382087659673
244.0,0.005452334571504281
245.0,0.005452257001814877
246.0,0.00545223427456042
247.0,0.00545233952445213
248.0,0.005452440562513639
249.0,0.005452479038576949
250.0,0.005452436703623029
251.0,0.0054524132790433714
252.0,0.0054523702427040875
253.0,0.00545226238221601
254.0,0.005452151171951931
255.0,0.005452111209016395
256.0,0.005452126829607249
257.0,0.005452210533046752
258.0,0.0054523115903055905
259.0,0.005452356882905312
260.0,0.0054523821412393435
261.0,0.005452397950589974
262.0,0.005452318007530078
263.0,0.005452235366708734
264.0,0.005452181160239494
265.0,0.005452247991406442
266.0,0.0054522931188892825
267.0,0.005452248917591223
268.0,0.0054522071369400085
269.0,0.005452177089169445
270.0,0.00545217544144532
271.0,0.005452135565731979
272.0,0.0054520816587140235
273.0,0.005452037385732977
274.0,0.005452011036308277
275.0,0.005452019678248328
276.0,0.005452138200369048
277.0,0.0054522854721407565
278.0,0.00545233346508397
279.0,0.0054522636325887944
280.0,0.005452115399359471
281.0,0.005451977294405478
282.0,0.005451905510134579
283.0,0.005451894248661535
284.0,0.005451950933747179
285.0,0.005451985716107617
286.0,0.005452073663938638
287.0,0.005452120966949992
288.0,0.0054520838094263765
289.0,0.005452045771569561
290.0,0.0054520211118512
291.0,0.005452051983654973
292.0,0.0054520826797515125
293.0,0.005452088864902869
294.0,0.005452010233534761
295.0,0.005451971281680063
296.0,0.005451919790912392
297.0,0.005451920042418706
298.0,0.005451875747935184
299.0,0.005451829076035057
300.0,0.0054518806684946755
301.0,0.0054519266906377095
302.0,0.005451976582054447
303.0,0.005451919284256772
304.0,0.005451886323640151
305.0,0.005451919439870062
306.0,0.005451968818069291
307.0,0.005451969416658094
308.0,0.005452051650638444
309.0,0.005452132240255855
310.0,0.0054521140939405785
311.0,0.005452108024789359
312.0,0.005452064411472659
313.0,0.005451970065540957
314.0,0.005451904373754856
315.0,0.005451877872985119
316.0,0.005451917179466557
317.0,0.005452008321205095
318.0,0.0054521128476541225
319.0,0.005452174668124676
320.0,0.005452220018513761
321.0,0.005452291534063514
322.0,0.005452348490658671
323.0,0.005452334199349035
324.0,0.005452283547597567
325.0,0.005452183341944394
326.0,0.005452129251332084
327.0,0.0054520773307102696
328.0,0.005452069115118908
329.0,0.005452158824767199
330.0,0.005452272245691069
331.0,0.005452306863870982
332.0,0.005452264424797784
333.0,0.005452195469763697
334.0,0.00545215029249394
335.0,0.005452160817385575
336.0,0.005452244750180949
337.0,0.00545232309129263
338.0,0.005452344732568861
339.0,0.005452276870077655
340.0,0.005452221427698885
341.0,0.005452178222297981
342.0,0.0054521322694260545
343.0,0.0054521207777483965
344.0,0.005452186935960682
345.0,0.005452195954669687
346.0,0.005452199320369245
347.0,0.00545215241198263
348.0,0.005452147263220679
349.0,0.005452169458488528
350.0,0.005452159700193103
351.0,0.005452204217105072
352.0,0.0054522193188664865
353.0,0.005452224973361343
354.0,0.005452170740554407
355.0,0.0054521240559947115
356.0,0.0054520767106388274
357.0,0.005452008280474404
358.0,0.0054520259676430205
359.0,0.0054520294432557
360.0,0.005452084587783082
361.0,0.0054521308423328575
362.0,0.005452166851866358
363.0,0.0054521241203029265
364.0,0.005452058759950487
365.0,0.005452100201395747
366.0,0.005452163100543748
367.0,0.005452191198283858
368.0,0.005452138044071884
369.0,0.005452052703090618
370.0,0.005451975304599758
371.0,0.005451970079825988
372.0,0.005452015605765564
373.0,0.005452004693448543
374.0,0.005452052037602465
375.0,0.005452003739628482
376.0,0.0054519371190211476
377.0,0.005451827531201797
378.0,0.005451723610218964
379.0,0.005451742002625184
380.0,0.005451855618027562
381.0,0.005451948044705815
382.0,0.0054519707412354745
383.0,0.005452049728662553
384.0,0.005452061103469751
385.0,0.005452033905293344
386.0,0.005452012315687109
387.0,0.005451903792134201
388.0,0.005451824359406403
389.0,0.005451771746556762
390.0,0.005451805721790477
391.0,0.005451893181213509
392.0,0.005451990498348196
393.0,0.005452099890925649
394.0,0.005452208519988995
395.0,0.005452249342944053
396.0,0.00545219330900556
397.0,0.00545214184320186
398.0,0.005452117377093018
399.0,0.005452043974267427
400.0,0.005452035665466147
401.0,0.005452122083291145
402.0,0.005452154083339791
403.0,0.0054521562674860555
404.0,0.005452214387739088
405.0,0.005452216154718989
406.0,0.005452203608234467
407.0,0.005452116534286717
408.0,0.005452041702419801
409.0,0.005452076805422689
