"Iteration","cD Monitor: cD Monitor"
1.0,0.31893044487357003
2.0,0.3694121266730391
3.0,0.3932214314947463
4.0,0.4135195545567004
5.0,0.4312765467532116
6.0,0.44627142127483327
7.0,0.45839989742637627
8.0,0.46770069465048764
9.0,0.4742682227520064
10.0,0.4782468677043714
11.0,0.4798101613188331
12.0,0.47916001137060754
13.0,0.4764915632443061
14.0,0.4720008759954715
15.0,0.4659463346159031
16.0,0.45860021144685137
17.0,0.45020274404222627
18.0,0.44096943175381104
19.0,0.4310792795132635
20.0,0.42066930131344465
21.0,0.4098459026657008
22.0,0.39868876341948056
23.0,0.38725727382684505
24.0,0.3755908154512729
25.0,0.3637114580837152
26.0,0.3516257614657435
27.0,0.33933004853791743
28.0,0.326808171584542
29.0,0.3140218237072253
30.0,0.3009228953546505
31.0,0.2874461190937947
32.0,0.2735231409938855
33.0,0.2590797277953966
34.0,0.24406534949865194
35.0,0.22844885519060243
36.0,0.2122536629863764
37.0,0.1955136606158753
38.0,0.1783260607135617
39.0,0.1608522664983095
40.0,0.14332046087659966
41.0,0.1260341220247136
42.0,0.10937252829442409
43.0,0.09372007717367163
44.0,0.07941561673030133
45.0,0.06672685919409044
46.0,0.05582756277000769
47.0,0.04676493368710788
48.0,0.03947046219840907
49.0,0.033796819783947295
50.0,0.029551021484591426
51.0,0.026563612730318396
52.0,0.02446624505715029
53.0,0.023019499454905376
54.0,0.02201819097539333
55.0,0.021292426936438
56.0,0.020697509823881237
57.0,0.020200172097776158
58.0,0.01968819467177865
59.0,0.0191362353870242
60.0,0.018534884387444734
61.0,0.017889190298887782
62.0,0.017211004821944813
63.0,0.0165158553330103
64.0,0.015818678042078996
65.0,0.015133381178941028
66.0,0.014472056924064168
67.0,0.013844295894675587
68.0,0.013256287265891748
69.0,0.012713574665278428
70.0,0.01222034291638542
71.0,0.011780230912216225
72.0,0.01139670749200304
73.0,0.011072262517554885
74.0,0.010804818592138487
75.0,0.010592083734225152
76.0,0.010428840546291113
77.0,0.010308954551823565
78.0,0.010226301190432842
79.0,0.010175111835163859
80.0,0.010152111541430048
81.0,0.01015416191204297
82.0,0.010175750705775616
83.0,0.01021522913972589
84.0,0.01027677079734667
85.0,0.010343191427395138
86.0,0.010422508585435981
87.0,0.01051016612031962
88.0,0.010602155846981754
89.0,0.01069333229019035
90.0,0.01078021032713313
91.0,0.010858881275762258
92.0,0.010931905586113611
93.0,0.010984692611960596
94.0,0.011029032019255312
95.0,0.011075428313130286
96.0,0.011116416950362253
97.0,0.011161690631502786
98.0,0.011205867109027545
99.0,0.011249094049267572
100.0,0.011292233823041259
101.0,0.011345511015059394
102.0,0.011409753680888507
103.0,0.011477206771816685
104.0,0.011586646451086167
105.0,0.011746245831001619
106.0,0.011969004557725153
107.0,0.011991688873170776
108.0,0.012032871635037901
109.0,0.012046419629509026
110.0,0.012061678013382916
111.0,0.012065859680630469
112.0,0.012070155013785104
113.0,0.012073702827206316
114.0,0.01207554364677718
115.0,0.012079664974487316
116.0,0.01205587623748198
117.0,0.012047338766815786
118.0,0.012051494038010356
119.0,0.012067357244562205
120.0,0.012086367738648412
121.0,0.012110899654946388
122.0,0.012136108069711089
123.0,0.01216105950763284
124.0,0.012186297031411537
125.0,0.012209578257122357
126.0,0.012240460828040844
127.0,0.012262140106088238
128.0,0.012277525615848765
129.0,0.012289428731417211
130.0,0.012298886661118624
131.0,0.012306737206000867
132.0,0.012313544278535656
133.0,0.01231952579850251
134.0,0.012324652491659278
135.0,0.012328937196686346
136.0,0.01233267836094504
137.0,0.012335954782065204
138.0,0.012338944413377333
139.0,0.012341654951405356
140.0,0.012344151400559817
141.0,0.01234642764048825
142.0,0.012348527519947156
143.0,0.012350484253931874
144.0,0.012352297491432206
145.0,0.012353913448781177
146.0,0.012355275890977511
147.0,0.01235640378749595
148.0,0.012357476266085887
149.0,0.012358480590843173
150.0,0.012359301457730383
151.0,0.01236000872390374
152.0,0.012360651518064047
153.0,0.012361259498438613
154.0,0.012361817297824762
155.0,0.012362293433113153
156.0,0.012362717913983119
157.0,0.012363087428116095
158.0,0.01236343292209713
159.0,0.012363737551103138
160.0,0.012364023083517249
161.0,0.012364164805546102
162.0,0.012364311112789853
163.0,0.012364461061160277
164.0,0.012364744625112632
165.0,0.012365138700047261
166.0,0.012365453105004483
167.0,0.0123656596328031
168.0,0.012365731823465963
169.0,0.012365665812904528
170.0,0.012365565680716912
171.0,0.012365399010380937
172.0,0.012365210874292107
173.0,0.012365098737748288
174.0,0.012364988111174365
175.0,0.012364925282559327
176.0,0.012365020636738933
177.0,0.012365144111087049
178.0,0.01236518987959728
179.0,0.012365291760111724
180.0,0.012365279164268595
181.0,0.012365096949561118
182.0,0.012364964720460255
183.0,0.01236502604959414
184.0,0.012365128412623954
185.0,0.012365211255643712
186.0,0.012365288856744979
187.0,0.01236529389485464
188.0,0.012365028455200327
189.0,0.012364644458657405
190.0,0.01236437120359878
191.0,0.012364139127153822
192.0,0.012364058978093473
193.0,0.012364040575185644
194.0,0.012364098777006526
195.0,0.012364231643725852
196.0,0.012364496241340422
197.0,0.012364558981776786
198.0,0.01236455176281228
199.0,0.012364531626131117
200.0,0.012364508155891699
201.0,0.012364505691132042
202.0,0.012364465431759997
203.0,0.01236444554484899
204.0,0.012364387105021689
205.0,0.012364338500968606
206.0,0.012364308547150909
207.0,0.012364242996884775
208.0,0.012364129295023256
209.0,0.012363937415237617
210.0,0.012363867332828684
211.0,0.012363857543545641
212.0,0.01236378881721387
213.0,0.012363692657687001
214.0,0.012363676672534988
215.0,0.012363827508241616
216.0,0.012364030488017576
217.0,0.012364225321131924
218.0,0.012364365131039447
219.0,0.012364428642481122
220.0,0.012364493337053098
221.0,0.012364430974634799
222.0,0.012364282725633604
223.0,0.012364112982235095
224.0,0.0123638302932231
225.0,0.012363580365720335
226.0,0.012363425596328671
227.0,0.012363353669705878
228.0,0.012363334020666373
229.0,0.012363447137843481
230.0,0.012363588540698568
231.0,0.012363709201597807
232.0,0.012363911677343575
233.0,0.012364122453162976
234.0,0.012364225540276908
235.0,0.012364138003572039
236.0,0.012364023732354632
237.0,0.01236389921568987
238.0,0.012363808192407646
239.0,0.01236371875790727
240.0,0.012363721566994192
241.0,0.012363705344454842
242.0,0.012363656513068429
243.0,0.012363624595842889
244.0,0.012363551834341893
245.0,0.012363498376622789
246.0,0.012363469093358125
247.0,0.012363519583478415
248.0,0.012363628141348764
249.0,0.012363768757822496
250.0,0.012363850535960948
251.0,0.012363875785067634
252.0,0.012363850655367391
253.0,0.01236386930185616
254.0,0.012363873584986536
255.0,0.012363837318745893
256.0,0.012363769834182255
257.0,0.012363643767867347
258.0,0.012363558916872868
259.0,0.012363423600017283
260.0,0.01236327737306003
261.0,0.01236320691457125
262.0,0.01236322945810049
263.0,0.012363312872721528
264.0,0.012363500815652864
265.0,0.012363781469052334
266.0,0.012363979063515248
267.0,0.01236405047269962
268.0,0.012364062687033068
269.0,0.012364113892980429
270.0,0.012364094424099963
271.0,0.012363988109867049
272.0,0.012363843787889434
273.0,0.012363707632638948
274.0,0.01236348853640358
275.0,0.01236323018940514
276.0,0.012363146328414718
277.0,0.0123631032123103
278.0,0.012363241777793672
279.0,0.012363503669591741
280.0,0.012363646364959256
281.0,0.012363755173501603
282.0,0.012363953536239534
283.0,0.012364016957913095
284.0,0.01236402660921715
285.0,0.012363981810156641
286.0,0.012363840786487548
287.0,0.01236364286322833
288.0,0.01236358270329764
289.0,0.01236358761831675
290.0,0.012363606629468855
291.0,0.01236362466770024
292.0,0.012363638737071747
293.0,0.012363691126335235
294.0,0.012363679378432794
295.0,0.012363619668272615
296.0,0.012363629400404717
297.0,0.012363726255308865
298.0,0.012363879919967463
299.0,0.012363921861958694
300.0,0.012363937664719153
301.0,0.01236393681545773
302.0,0.012363813347252573
303.0,0.012363648368811538
304.0,0.01236341606527181
305.0,0.012363353605459449
306.0,0.012363410209591563
307.0,0.012363450658284855
308.0,0.012363437621647095
309.0,0.012363543976404837
310.0,0.012363584116259006
311.0,0.012363480317031932
312.0,0.012363409441930678
313.0,0.012363531969285937
314.0,0.012363745757283023
315.0,0.012363916330992942
316.0,0.012363981016835661
317.0,0.012363934507147926
318.0,0.012363830180726142
319.0,0.012363693191328833
320.0,0.012363530144397018
321.0,0.012363464546380409
322.0,0.01236346983331937
323.0,0.012363496012108333
324.0,0.012363490349274723
325.0,0.012363478503939491
326.0,0.012363587785605975
327.0,0.012363655891564507
328.0,0.012363693921659478
329.0,0.012363699567139657
