"Iteration","cDf Monitor: cDf Monitor"
96.0,0.005163486062041877
97.0,0.005254456759836329
98.0,0.005347165790728346
99.0,0.0054405553088453665
100.0,0.005532370279544312
101.0,0.005620099133247755
102.0,0.005705843606826831
103.0,0.005801077797345787
104.0,0.005882148740742186
105.0,0.005950313465124561
106.0,0.006019273258644218
107.0,0.006083593285887301
108.0,0.006147708793815152
109.0,0.006221188644066333
110.0,0.0062600392297473585
111.0,0.0063003764208336135
112.0,0.0063406351802486735
113.0,0.006375402008478543
114.0,0.006408607155897824
115.0,0.006439621554356985
116.0,0.006469485781493808
117.0,0.006497581169071462
118.0,0.0065235412051157
119.0,0.006546405516597872
120.0,0.006569451680131572
121.0,0.006587832146862286
122.0,0.006605708872460631
123.0,0.006622132588337507
124.0,0.006637028401631033
125.0,0.0066505967695740815
126.0,0.0066631077339462845
127.0,0.0066740445342444495
128.0,0.006680296540465301
129.0,0.006687327573697726
130.0,0.006694541187604901
131.0,0.006701635647258496
132.0,0.00670824634594536
133.0,0.0067142566081738264
134.0,0.006719817731744327
135.0,0.006726153061921775
136.0,0.006732026037304812
137.0,0.006737380832078722
138.0,0.006742128544240413
139.0,0.006747460869931647
140.0,0.006751991185189382
141.0,0.006756087777429189
142.0,0.0067597407484502915
143.0,0.006763893078952167
144.0,0.006767128323131185
145.0,0.006770768531092974
146.0,0.006773439988562966
147.0,0.006775843642184654
148.0,0.006778616783042843
149.0,0.006780609498667206
150.0,0.006782964446059351
151.0,0.006784684398427693
152.0,0.006786286705508404
153.0,0.006788166420570942
154.0,0.0067896153619077014
155.0,0.006791283833726598
156.0,0.006792527674012208
157.0,0.006793745820699919
158.0,0.006794772162970146
159.0,0.006795655406129973
160.0,0.0067965935634816425
161.0,0.006797268417768065
162.0,0.006797895977284319
163.0,0.006798652837572681
164.0,0.006799250660187321
165.0,0.006799850650931035
166.0,0.006800581476524425
167.0,0.006801158457338901
168.0,0.006801693547132705
169.0,0.0068021661633569375
170.0,0.006802560990467708
171.0,0.006802909041899435
172.0,0.006803287494827461
173.0,0.006803632530403665
174.0,0.006803906883543879
175.0,0.006804147126118496
176.0,0.006804383821302176
177.0,0.00680459609354593
178.0,0.006804817222737638
179.0,0.006804985116863983
180.0,0.006805159591804038
181.0,0.0068053454950419935
182.0,0.006805521286881759
183.0,0.006805761360828488
184.0,0.006805948426456106
185.0,0.006806083599980917
186.0,0.006806153379828284
187.0,0.006806189377959662
188.0,0.006806171505538045
189.0,0.006806196451207834
190.0,0.006806245163484916
191.0,0.006806327377707435
192.0,0.006806425940023027
193.0,0.006806521798750109
194.0,0.006806583467560711
195.0,0.006806613440272994
196.0,0.0068066169939498536
197.0,0.006806628604700657
198.0,0.006806678282819808
199.0,0.006806754818086593
200.0,0.006806857973998625
201.0,0.00680696126428036
202.0,0.006807033568951369
203.0,0.006807046277667763
204.0,0.0068070151922471345
205.0,0.0068069579794007235
206.0,0.0068068992095859865
207.0,0.006806858647513031
208.0,0.006806852417969567
209.0,0.0068069046294299464
210.0,0.006806977007625123
211.0,0.00680705369189431
212.0,0.006807120853184721
213.0,0.006807161768844347
214.0,0.006807168376262129
215.0,0.006807146010889164
216.0,0.006807139485765461
217.0,0.006807121876443533
218.0,0.006807115025883964
219.0,0.00680713597403716
220.0,0.006807131038182409
221.0,0.006807076380148526
222.0,0.006806998841008545
223.0,0.006806903835911986
224.0,0.00680683247795513
225.0,0.006806835397482323
226.0,0.0068068805315604245
227.0,0.006806950205831273
228.0,0.0068070299390121615
229.0,0.006807113497858571
230.0,0.006807180375457593
231.0,0.006807202325692271
232.0,0.0068071559351201676
233.0,0.006807088677008066
234.0,0.006807048107148336
235.0,0.006807038326743345
236.0,0.006807038075570545
237.0,0.006807035776602444
238.0,0.006807013950011721
239.0,0.006806969801412585
240.0,0.006806918690965975
241.0,0.0068068969200582325
242.0,0.006806903780394029
243.0,0.006806942581787204
244.0,0.006807039049556248
245.0,0.006807140151720676
246.0,0.006807205980864105
247.0,0.006807227214984007
248.0,0.006807198568022498
249.0,0.006807132332640906
250.0,0.006807024149785119
251.0,0.006806906582390565
252.0,0.0068068266732025035
253.0,0.006806810258218768
254.0,0.006806843509742404
255.0,0.006806910449585083
256.0,0.006806969484926406
257.0,0.006807008404839744
258.0,0.006807027022314519
259.0,0.006807036139053131
260.0,0.0068070478403733144
261.0,0.006807048128561434
262.0,0.0068070694199579155
263.0,0.006807080445006458
264.0,0.006807064094183536
265.0,0.00680700074154899
266.0,0.0068069106503120215
267.0,0.006806808568842252
268.0,0.006806725415167956
269.0,0.006806688117808973
270.0,0.006806719762738927
271.0,0.006806810968512138
272.0,0.006806957982770422
273.0,0.006807094060115646
274.0,0.0068071852909181675
275.0,0.006807198838354133
276.0,0.006807149662418703
277.0,0.006807061485063305
278.0,0.006806977504698853
279.0,0.006806895874602894
280.0,0.006806835850587867
281.0,0.00680681538653763
282.0,0.0068068161549525025
283.0,0.006806835022285959
284.0,0.0068068715012160885
285.0,0.00680692232345435
286.0,0.006806979421746677
287.0,0.006807053023643136
288.0,0.006807142754885934
289.0,0.0068072033572376
290.0,0.006807231263683115
291.0,0.006807213401518035
292.0,0.006807149207526168
293.0,0.006807046961211324
294.0,0.006806934833022849
295.0,0.006806844664399254
296.0,0.006806818631711115
297.0,0.0068068507556431936
298.0,0.0068069227064971845
299.0,0.006807012694945294
300.0,0.006807078157866834
301.0,0.006807120760672861
302.0,0.006807127622080962
303.0,0.006807113047987721
304.0,0.006807083800181369
305.0,0.006807078667223184
306.0,0.0068071088637472466
307.0,0.006807147823724402
308.0,0.006807159571284827
309.0,0.006807150918072142
310.0,0.006807090128896451
311.0,0.0068070073270178385
312.0,0.006806916387136573
313.0,0.006806851241138312
314.0,0.006806836520250282
315.0,0.0068068803393552405
316.0,0.0068069689863752576
317.0,0.0068070599290107146
318.0,0.006807106746718044
319.0,0.0068071462376121964
320.0,0.00680716844730562
321.0,0.006807152640177789
322.0,0.006807107296771773
323.0,0.006807047454953849
324.0,0.00680698294228683
325.0,0.006806940816176519
326.0,0.0068068956085589995
327.0,0.006806843791831127
328.0,0.006806787247654855
329.0,0.00680676237527974
330.0,0.006806777437459204
331.0,0.006806846916550828
332.0,0.006806954553865065
333.0,0.006807058749974294
334.0,0.006807154635551784
335.0,0.0068072213231356975
336.0,0.006807231910970542
337.0,0.006807165342309346
338.0,0.006807039368832967
339.0,0.006806882856846697
340.0,0.006806748802312749
341.0,0.0068066697160622785
342.0,0.006806649042249499
343.0,0.006806692015932374
344.0,0.0068067871744037604
345.0,0.006806907297685771
346.0,0.006807014444600764
347.0,0.006807081406724287
348.0,0.006807126172515951
349.0,0.006807170142479982
350.0,0.006807176896446377
351.0,0.006807133166096238
352.0,0.00680704931098086
353.0,0.006806937102785178
354.0,0.006806818581680416
355.0,0.006806728276260041
356.0,0.006806687416945715
357.0,0.006806713680106739
358.0,0.006806793399125568
359.0,0.006806916087134642
360.0,0.006807057197893705
361.0,0.006807175152424522
362.0,0.0068072304249267995
363.0,0.006807235918273727
364.0,0.006807173757497671
365.0,0.006807053956483511
366.0,0.006806911911426901
367.0,0.006806826018214897
368.0,0.0068067909931532975
369.0,0.00680680017371399
370.0,0.0068068365912402895
371.0,0.006806889284751982
372.0,0.006806961974140292
373.0,0.006807023236668449
374.0,0.0068070448215686655
375.0,0.006807037677601382
376.0,0.006807022942162131
377.0,0.006807038367345908
378.0,0.006807084627538372
379.0,0.0068071286351057015
380.0,0.006807152278035248
381.0,0.0068071433407575575
382.0,0.006807097565595696
383.0,0.006807024434944902
384.0,0.006806958305125793
385.0,0.006806912470438792
386.0,0.006806902786103248
387.0,0.0068069308972891875
388.0,0.00680698801555666
389.0,0.006807054658463217
390.0,0.006807088798829968
391.0,0.006807114765556172
392.0,0.006807131512242979
393.0,0.006807134862132308
394.0,0.006807112718622759
395.0,0.006807097307689816
396.0,0.006807084739318095
397.0,0.006807043362084973
398.0,0.006806988935882189
399.0,0.00680693880974867
400.0,0.006806903379097098
401.0,0.006806875260557673
402.0,0.006806872155839353
403.0,0.006806900370508238
404.0,0.006806959467217481
405.0,0.006806996900339685
406.0,0.006807037364306864
407.0,0.006807070623434696
408.0,0.006807083067471695
409.0,0.006807076953920662
410.0,0.006807061363632078
411.0,0.006807021607255688
412.0,0.006806963406434048
413.0,0.006806897464824457
414.0,0.006806856549116588
415.0,0.006806832716730421
416.0,0.006806810138375793
417.0,0.006806800692283823
418.0,0.006806827745963935
419.0,0.00680686741173437
420.0,0.006806964816201627
421.0,0.006807073602303475
422.0,0.006807149555053006
423.0,0.006807180262019112
424.0,0.006807171504328713
425.0,0.00680709175608794
426.0,0.00680696709385146
427.0,0.006806825893493008
428.0,0.006806732811976902
429.0,0.0068067064293570725
430.0,0.006806730414872746
431.0,0.006806809906962643
432.0,0.006806931028005922
433.0,0.006807047970636462
434.0,0.006807112634492761
435.0,0.0068071483161370044
436.0,0.0068071503768116545
437.0,0.006807109585484583
438.0,0.006807050883065241
439.0,0.006807005912779154
440.0,0.006806982930568736
441.0,0.0068069616078929515
442.0,0.006806935307465146
443.0,0.006806924908463475
444.0,0.006806919159092556
