"Iteration","cL Monitor: cL Monitor"
1.0,-0.016981449500535827
2.0,0.09301055748362094
3.0,0.15438223235530288
4.0,0.20877188808620029
5.0,0.25835374913270204
6.0,0.30206536218975716
7.0,0.33943287678491474
8.0,0.3706688595264842
9.0,0.39612856295902
10.0,0.41633536236748414
11.0,0.4320429873172407
12.0,0.44402727974409495
13.0,0.4529370014156019
14.0,0.45911529443569954
15.0,0.4630499402872811
16.0,0.46531149358214585
17.0,0.4663483533910811
18.0,0.46653162096219325
19.0,0.46618328045574337
20.0,0.4655554501337486
21.0,0.46480921238121714
22.0,0.46405351368306735
23.0,0.4633647491650686
24.0,0.4627774904103404
25.0,0.4622605065512349
26.0,0.46175068570115696
27.0,0.4611639710445654
28.0,0.460385493346465
29.0,0.4592644643103243
30.0,0.45760185070696785
31.0,0.4551450194384549
32.0,0.4515864570147796
33.0,0.4465545731394764
34.0,0.43964145484296474
35.0,0.43036724185174435
36.0,0.4183122287132236
37.0,0.40305532208157235
38.0,0.384319413415043
39.0,0.3620545022959425
40.0,0.33656839706139785
41.0,0.30851455175224746
42.0,0.27881504594328405
43.0,0.2488943233224326
44.0,0.2204918061644642
45.0,0.19524759766483252
46.0,0.17445236899704666
47.0,0.15878521832131592
48.0,0.14833092169298687
49.0,0.14267044757774505
50.0,0.1410697912957885
51.0,0.14234372840016632
52.0,0.14568241053381037
53.0,0.15032493191354288
54.0,0.15565210966123963
55.0,0.16118914321536423
56.0,0.16683470611619794
57.0,0.1722141870562617
58.0,0.17710671649385512
59.0,0.1815366946024488
60.0,0.1855176171933945
61.0,0.189065380191073
62.0,0.1922148964951933
63.0,0.19500755236256032
64.0,0.19748932687564974
65.0,0.1996891020679131
66.0,0.20165280532924884
67.0,0.2034127080731449
68.0,0.20499017012289855
69.0,0.20640442079748095
70.0,0.20766830783716986
71.0,0.20879740801780566
72.0,0.20979666206899275
73.0,0.210675913147091
74.0,0.21143282162119137
75.0,0.21207224415025272
76.0,0.21259077860972297
77.0,0.21298337511870544
78.0,0.2132450617497762
79.0,0.21336804701393383
80.0,0.2133490550320221
81.0,0.2131761115791335
82.0,0.21282970930340323
83.0,0.21229439151965873
84.0,0.21155048564139983
85.0,0.21057702436736192
86.0,0.2093710718751191
87.0,0.2079551628267203
88.0,0.20635476874592407
89.0,0.20456679581397322
90.0,0.2026176439518261
91.0,0.20047807239570992
92.0,0.19823063308920105
93.0,0.1958906412184844
94.0,0.1937870602452478
95.0,0.1920860792409942
96.0,0.1907488239341961
97.0,0.189925664001092
98.0,0.18946095181019446
99.0,0.18923427566001277
100.0,0.1892411688773733
101.0,0.18962995302635227
102.0,0.1909235031356187
103.0,0.1922622981610157
104.0,0.19432002714728183
105.0,0.19735253612885514
106.0,0.2018618080004918
107.0,0.20190773861364933
108.0,0.20248373677622342
109.0,0.20289597098981935
110.0,0.20291171613497608
111.0,0.2027890015686112
112.0,0.2026662644799861
113.0,0.20254312858951715
114.0,0.20241565277999504
115.0,0.20228508416097676
116.0,0.20206276874319412
117.0,0.20190919996412185
118.0,0.20182485855954616
119.0,0.201791386808617
120.0,0.20177446849719946
121.0,0.20178369780501068
122.0,0.20179880859651428
123.0,0.2018183340015808
124.0,0.20183852765254232
125.0,0.20185783607875477
126.0,0.20186608376610538
127.0,0.20187384996243884
128.0,0.2018796523364262
129.0,0.2018852105016232
130.0,0.20188963784632596
131.0,0.20189223290563546
132.0,0.20189259232676893
133.0,0.20189083000887426
134.0,0.20188668111005223
135.0,0.20188092718564238
136.0,0.20187335633711728
137.0,0.2018642766178748
138.0,0.2018541675637123
139.0,0.2018431311970472
140.0,0.20183153741857307
141.0,0.20181973731958902
142.0,0.20180752582803352
143.0,0.201795551229959
144.0,0.20178379876463415
145.0,0.2017720322200182
146.0,0.20176073602592515
147.0,0.20174999086052453
148.0,0.20173960872519497
149.0,0.20172975206986277
