"Iteration","cDf Monitor: cDf Monitor"
151.0,0.006796854056738552
152.0,0.006798662196267959
153.0,0.006800507864493024
154.0,0.006802161227556652
155.0,0.006803708307862396
156.0,0.006805191231208688
157.0,0.006806789275099348
158.0,0.00680816206498198
159.0,0.0068094461846718605
160.0,0.0068106686524790775
161.0,0.006811836406216506
162.0,0.00681305083358078
163.0,0.006814183772475232
164.0,0.00681531695972037
165.0,0.006816701363780193
166.0,0.00681798519125863
167.0,0.006818987632541763
168.0,0.0068198640541682065
169.0,0.006820666108386788
170.0,0.006821199237292274
171.0,0.006821734017223007
172.0,0.006822222369671942
173.0,0.006822632180297049
174.0,0.0068229654361133376
175.0,0.006823242474834715
176.0,0.006823481754913818
177.0,0.006823700081762815
178.0,0.006824046319984271
179.0,0.006824472982930673
180.0,0.006824674097966068
181.0,0.00682487422666472
182.0,0.006825137064316003
183.0,0.0068252691152590654
184.0,0.0068253800031066805
185.0,0.006825474334029376
186.0,0.006825568964162414
187.0,0.006825672640513788
188.0,0.006825796166690455
189.0,0.006825935987851188
190.0,0.006826075915271365
191.0,0.006826207909723669
192.0,0.006826315903837396
193.0,0.006826405295270901
194.0,0.006826485909199739
195.0,0.006826569334428163
196.0,0.006826670904689563
197.0,0.006826778709304538
198.0,0.006826965430639228
199.0,0.0068271394211479024
200.0,0.006827286233066652
201.0,0.006827309495959872
202.0,0.006827310532594134
203.0,0.006827297220486799
204.0,0.006827284898272839
205.0,0.006827277537132499
206.0,0.006827285215419086
207.0,0.00682730275983679
208.0,0.006827325196037809
209.0,0.006827337264756682
210.0,0.006827320251090991
211.0,0.006827276389932677
212.0,0.006827211782311576
213.0,0.006827146418305531
214.0,0.006827094632336843
215.0,0.006827078197868304
216.0,0.00682707891832062
217.0,0.006827099777483018
218.0,0.00682712278322356
219.0,0.006827124966784643
220.0,0.006827100241622219
221.0,0.00682706910513763
222.0,0.00682703236806189
223.0,0.0068270051348122505
224.0,0.00682700336882704
225.0,0.0068270188693869025
226.0,0.006827043618736113
227.0,0.006827073157047179
228.0,0.006827086745449237
229.0,0.0068270813829615735
230.0,0.006827066938240922
231.0,0.006827040496124962
232.0,0.006827027476529081
233.0,0.006827028341865036
234.0,0.006827047597170114
235.0,0.006827080106730502
236.0,0.006827121008713052
237.0,0.00682713370471259
238.0,0.006827134071991592
239.0,0.006827097439329554
240.0,0.006827055379309315
241.0,0.006827014761096504
242.0,0.0068269948131235705
243.0,0.0068270043122294795
244.0,0.006827029130157234
245.0,0.006827065061272043
246.0,0.006827090042896923
247.0,0.006827106048548804
248.0,0.0068270857846241045
249.0,0.006827063591958139
250.0,0.006827027967780541
251.0,0.006827002899957052
252.0,0.0068269980738452285
253.0,0.0068270042560031954
254.0,0.006827022634906904
255.0,0.006827036819532405
256.0,0.006827035304961813
257.0,0.006827012439832241
258.0,0.006826988930934025
259.0,0.006826954780420082
260.0,0.006826939108017896
261.0,0.006826940751360022
262.0,0.006826954936394483
263.0,0.006826980713932387
264.0,0.006826998816101015
265.0,0.006826996048803685
266.0,0.006826975732104986
267.0,0.006826953199800014
268.0,0.006826926775370698
269.0,0.006826911200692254
270.0,0.006826917420957815
271.0,0.006826938946655971
272.0,0.006826969448101391
273.0,0.006826999214103155
274.0,0.006827014741204959
275.0,0.006827007937101131
276.0,0.006826986884257431
277.0,0.006826954339980857
278.0,0.00682692807407766
279.0,0.006826926114791104
280.0,0.006826942844062931
281.0,0.006826966877338366
282.0,0.006826993382567955
283.0,0.006827004201659539
284.0,0.006826997781872117
285.0,0.006826977766198417
286.0,0.006826957305809499
287.0,0.006826941285697911
288.0,0.006826941682622227
289.0,0.006826953006940712
290.0,0.006826973534982253
291.0,0.006826991936836841
292.0,0.006827002511319219
293.0,0.006826995316683607
294.0,0.006826977093668586
295.0,0.006826955680810747
296.0,0.006826937276088367
297.0,0.006826940772954248
298.0,0.00682695445309218
299.0,0.006826984618548815
300.0,0.006827016835653921
301.0,0.006827038729845217
302.0,0.006827029167538911
303.0,0.006827002453355339
304.0,0.006826967663721305
305.0,0.0068269360811242805
306.0,0.00682692546100977
307.0,0.006826928643581839
308.0,0.006826958281108477
309.0,0.00682699246319676
310.0,0.00682702095325278
311.0,0.006827019819702015
312.0,0.006827008105231795
313.0,0.006826980647620412
314.0,0.006826955767851142
315.0,0.006826932275074021
316.0,0.006826930332592607
317.0,0.006826944108298765
318.0,0.006826967878056615
319.0,0.006826987764249306
320.0,0.006826981920852095
321.0,0.006826969923902987
322.0,0.006826947038901295
323.0,0.006826923460145933
324.0,0.006826904158456773
325.0,0.006826911372094028
326.0,0.0068269271254794445
327.0,0.006826957461788326
328.0,0.0068269803441492515
329.0,0.0068269830387975294
330.0,0.006826963843758044
331.0,0.00682694042050956
332.0,0.006826911776627964
333.0,0.006826889744709276
334.0,0.0068268926750248895
335.0,0.006826907090502317
336.0,0.006826940393510258
337.0,0.00682698035688459
338.0,0.006827005973391373
339.0,0.006826999519271952
340.0,0.006826978314738721
341.0,0.006826938462085036
342.0,0.0068269075357788945
343.0,0.006826891151673939
344.0,0.006826897256069676
345.0,0.006826918226905777
346.0,0.0068269530732484535
347.0,0.006826973315221368
348.0,0.006826975897852009
349.0,0.006826960414277031
350.0,0.006826939671213846
351.0,0.00682691842568294
352.0,0.0068269019714020706
353.0,0.006826906402399383
354.0,0.00682692148615603
355.0,0.006826945212931887
356.0,0.006826962354976693
357.0,0.006826966037427804
358.0,0.006826956094724399
359.0,0.006826938059063544
360.0,0.006826921805081223
361.0,0.006826909262712017
362.0,0.0068269226012821
363.0,0.006826948400697066
364.0,0.00682698348069853
365.0,0.006827009589798522
366.0,0.006827013102720696
367.0,0.006826995810479557
368.0,0.006826967830068844
369.0,0.006826941251404439
370.0,0.006826920948637591
371.0,0.006826925514493393
372.0,0.006826942601237076
373.0,0.006826973321342072
374.0,0.00682700164560031
375.0,0.0068270169265559014
376.0,0.006827010426929067
377.0,0.006826993609598845
378.0,0.006826971207650382
379.0,0.006826944643346802
380.0,0.006826940156757218
381.0,0.0068269445761915
382.0,0.00682696404926067
383.0,0.006826982510745084
384.0,0.006826993759103338
385.0,0.006826985671519932
386.0,0.006826971538014078
387.0,0.006826951614063236
388.0,0.006826931341655084
389.0,0.006826932668453982
390.0,0.006826941659206599
391.0,0.006826964594745378
392.0,0.006826984002981928
393.0,0.006826993138158916
394.0,0.006826980360323213
395.0,0.006826969692162106
396.0,0.006826947302918621
397.0,0.006826926560093366
398.0,0.006826924972016645
399.0,0.006826935555303555
400.0,0.006826961791003798
401.0,0.006826994193348227
402.0,0.006827020533114039
403.0,0.006827014614971455
404.0,0.006827003963093749
405.0,0.006826967313278577
406.0,0.00682694052683879
407.0,0.006826920962562964
408.0,0.006826920716846738
409.0,0.006826935286221569
410.0,0.006826961494115277
411.0,0.006826984029839209
412.0,0.006826985244213932
413.0,0.006826979252701774
414.0,0.006826960076982987
415.0,0.006826941848594568
416.0,0.006826918424760901
417.0,0.00682691588057919
418.0,0.0068269154373543205
419.0,0.006826933024920477
420.0,0.006826953828521485
421.0,0.006826966400583261
422.0,0.0068269592950090914
423.0,0.006826942868100134
424.0,0.006826922355088924
425.0,0.006826904578562878
426.0,0.006826902680776784
427.0,0.006826914412228327
428.0,0.0068269423208484935
429.0,0.006826973962221976
430.0,0.006826992072002086
431.0,0.006826982442863164
432.0,0.006826959959657956
433.0,0.006826935122109688
434.0,0.006826911186660942
435.0,0.006826897627129959
436.0,0.006826903420820742
437.0,0.006826925478875846
438.0,0.006826955006627695
439.0,0.006826978162863389
440.0,0.006826987703981725
441.0,0.006826980896242379
442.0,0.006826963583184367
443.0,0.00682693622994697
444.0,0.006826908206873202
445.0,0.00682690413071895
446.0,0.0068269101783232245
447.0,0.006826932106488684
448.0,0.006826951796996573
449.0,0.006826964192142157
450.0,0.006826962040996587
451.0,0.00682694927432856
452.0,0.006826930083069226
453.0,0.006826913648827816
454.0,0.006826918116761395
455.0,0.006826928396064413
456.0,0.00682694835246942
457.0,0.006826963945563031
458.0,0.006826974792746849
459.0,0.006826970858394259
460.0,0.006826960025544941
461.0,0.0068269396011499716
462.0,0.006826925868307748
463.0,0.006826929306906535
464.0,0.006826939929708463
465.0,0.006826966117993982
466.0,0.006826993897116508
467.0,0.006827011915588759
468.0,0.006827004638620357
469.0,0.006826987828076999
470.0,0.00682696366198366
471.0,0.006826937454310531
472.0,0.006826928277161182
473.0,0.006826929941289632
474.0,0.0068269464713692505
475.0,0.006826968861627815
476.0,0.006826992147846815
477.0,0.0068269916695004405
478.0,0.006826989224352567
479.0,0.006826975222963091
480.0,0.006826956098871493
481.0,0.006826944003870449
482.0,0.006826936042605689
483.0,0.006826943375780091
484.0,0.006826958809332346
485.0,0.006826980867666183
486.0,0.006826979425648279
487.0,0.006826977627367464
488.0,0.00682696141893358
489.0,0.006826947715690472
490.0,0.006826935271290484
491.0,0.006826937480605622
492.0,0.006826956536311595
493.0,0.00682697768025297
494.0,0.006827002100214305
495.0,0.00682699821631688
496.0,0.006826989809225406
497.0,0.006826965856758049
498.0,0.006826948614906666
499.0,0.006826927816530874
500.0,0.006826925022118899
501.0,0.006826932953889152
