"Iteration","cD Monitor: cD Monitor"
1.0,2.5777167691867477
2.0,1.5855052090916661
3.0,0.40747809323055134
4.0,0.19406159158566966
5.0,0.048388668174778784
6.0,0.01477113326060024
7.0,0.011743645253520979
8.0,0.020638951624980122
9.0,0.03864434321133775
10.0,0.05668628423486627
11.0,0.06839386501778624
12.0,0.07077338831665186
13.0,0.0732418639773817
14.0,0.07509714861300683
15.0,0.07590086668943655
16.0,0.07512076128949532
17.0,0.07368166572612081
18.0,0.07169267510486978
19.0,0.06999447737955257
20.0,0.06856360643313777
21.0,0.06781461346984952
22.0,0.067820056671103
23.0,0.06797075524974497
24.0,0.0682479907804133
25.0,0.06863039436336979
26.0,0.068750305991716
27.0,0.0689336135972605
28.0,0.06896466153670959
29.0,0.06879482326688446
30.0,0.06849314121353421
31.0,0.06809361146996
32.0,0.06766811309327656
33.0,0.06723312585049267
34.0,0.06682965035066275
35.0,0.06646310305389563
36.0,0.06616752196753263
37.0,0.06581461604221919
38.0,0.06557901599799285
39.0,0.06526990777270592
40.0,0.06513146684753474
41.0,0.06474825931070359
42.0,0.06463431750305751
43.0,0.064248185380909
44.0,0.06414719271246996
45.0,0.06382755329867199
46.0,0.0636816803888191
47.0,0.0633625701994932
48.0,0.06322688445390914
49.0,0.06292621501692319
50.0,0.06279043794545497
51.0,0.06259765016530261
52.0,0.06239290186618813
53.0,0.062196525611527394
54.0,0.06201091085708997
55.0,0.06183467851939382
56.0,0.06166493067637557
57.0,0.06150021319180076
58.0,0.061339472741515993
59.0,0.06119186252510751
60.0,0.0610419210156234
61.0,0.06090719449191329
62.0,0.060777522474343315
63.0,0.06065321338105566
64.0,0.06054709527859292
65.0,0.06044916933108172
66.0,0.06035601271709601
67.0,0.060265214171907
68.0,0.0601731839220022
69.0,0.060093167783787094
70.0,0.0600138334003773
71.0,0.059942121057927136
72.0,0.05987485615380153
73.0,0.05980662916057654
74.0,0.05974935621201202
75.0,0.05969216355512377
76.0,0.05963259546505413
77.0,0.05957320862126757
78.0,0.05950466314772321
79.0,0.05943001033250357
80.0,0.059350080372014266
81.0,0.05926040939677736
82.0,0.0591625832304364
83.0,0.059057005344157115
84.0,0.058953246665928785
85.0,0.0588484169502997
86.0,0.05874326929376289
87.0,0.05864504313731894
88.0,0.05855087278724318
89.0,0.05846765095269124
90.0,0.05839200478646482
91.0,0.05832904000891294
92.0,0.05827286354962852
93.0,0.05822892004578073
94.0,0.0581897535750846
